username,course_id,willingness
152,222,1.40E-06
152,190,0.23943114
153,11,0.022334591
153,117,0.011456651
154,46,2.33E-07
154,29,0.044844714
154,113,0.013820071
154,169,0.001827849
154,186,0.056577022
155,220,0.108196855
155,19,0.02039705
155,166,0.007302309
156,117,0.00433215
156,70,0.002277815
156,55,0.257876947
157,230,0.00235687
157,30,0.032010664
157,43,0.007109452
157,173,0.017233766
157,12,0.003181007
157,137,0.00891087
157,205,0.039566048
157,25,0.003484635
157,116,0.019898287
157,156,0.002256036
157,246,0.005231052
157,117,0.091875544
158,233,0.025576009
158,161,5.44E-07
158,27,0.190053316
158,67,0.03024285
159,194,0.003686434
159,106,0.193826539
160,116,0.005536633
160,168,0.017981217
161,230,1.40E-06
161,173,0.016333402
161,190,0.004036948
161,9,0.007034382
162,98,0.265269763
162,198,0.067640872
162,85,0.37909695
162,164,0.061687916
163,73,0.011288424
163,160,0.043806353
164,28,0.02912606
164,185,0.012708694
164,104,0.042086282
164,246,0.029772587
165,242,0.105756518
165,80,0.005541632
165,97,0.000468598
165,53,0.025939833
166,0,0.126390983
166,10,0.184012521
167,80,0.027511211
167,137,0.082827411
168,85,0.246916545
168,197,0.019551737
168,212,0.017958836
168,173,0.0076585
169,188,0.010930813
169,130,0.003679526
169,153,0.118371088
170,162,0.025560346
170,151,0.028526491
170,185,0.111388596
171,137,0.117857628
171,5,0.049628779
172,204,0.014810601
172,42,1.32E-06
173,37,0.046263302
173,203,7.77E-08
173,2,0.163118447
174,111,0.006402208
174,153,2.68E-05
174,88,1.17E-06
174,42,7.54E-06
174,3,0.001876036
174,53,2.02E-06
174,49,0.003534689
174,69,0.003682448
174,174,0.006287368
175,116,0.004833147
175,222,2.41E-06
175,88,0.003483708
176,17,0.019258348
176,217,0.115392487
177,97,0.002755114
177,99,0.177040144
178,183,0.033244933
178,48,0.015907996
178,132,0.0312909
179,67,0.424706517
179,29,0.070346563
179,42,0.34420091
180,132,0.004230852
180,196,0.055275784
181,150,0.004802278
181,237,0.029591355
182,111,0.559263615
182,88,0.320518919
183,198,0.033955178
183,211,0.004349078
184,13,0.084593075
184,203,0.035992842
184,28,0.033085507
185,85,0.003991419
185,207,0.076802836
186,116,0.116974437
186,3,0.271022275
187,169,0.109129914
187,234,0.02489818
187,189,0.005745632
187,99,0.131774034
188,116,0.004833147
188,86,0.005507539
188,42,0.031322092
188,37,0.019047041
189,196,0.00751916
189,175,0.011636218
190,164,0.006937188
190,19,0.001894378
190,175,0.003121959
190,198,0.001170058
191,9,0.023166047
191,72,0.021688707
191,81,0.004430065
191,168,0.269852442
192,0,0.001870204
192,209,0.064858714
193,13,0.065851202
193,40,0.38103354
194,117,0.008631226
194,236,0.017329377
194,215,0.124946002
194,170,0.007440017
195,3,0.01053369
195,240,0.158017399
196,161,0.009704988
196,55,0.599821607
196,81,0.028090319
196,193,0.011649565
197,180,0.135516874
197,106,0.328549738
197,33,0.004168747
197,158,0.179847635
198,226,6.22E-07
198,113,0.187320237
198,102,0.005502245
198,97,0.048014249
199,201,0.073133018
199,10,0.002372376
200,189,0.016006631
200,202,0.038101107
201,1,0.007464561
201,52,0.111307473
201,65,0.015828613
201,109,0.001626385
201,207,0.237234563
201,83,0.246074152
201,134,0.07310318
201,132,0.013064091
202,68,0.003712971
202,169,0.004601589
202,78,0.003695624
203,9,0.007034382
203,137,0.013698025
203,60,0.003133798
203,88,6.68E-06
203,3,0.011556634
203,53,2.49E-06
203,59,4.66E-07
204,160,0.0120739
204,129,0.004788785
204,90,0.040268754
204,10,0.01406875
205,170,0.052308093
205,215,0.074787301
205,230,0.126749251
205,206,0.010806662
206,216,0.005373603
206,79,0.019600717
207,10,0.017317902
207,170,0.053105474
207,96,0.006930778
208,199,0.071237334
208,85,0.01087326
209,194,0.004657871
209,6,0.01544877
209,237,0.006107358
209,141,0.0119525
210,61,0.236928535
210,195,0.353908493
211,222,0.139388049
211,153,0.081257538
212,51,0.022811478
212,137,0.003541993
212,213,0.153194745
212,108,0.007619898
213,12,0.004370009
213,128,0.008792216
214,9,0.178694857
214,48,0.046978405
214,102,0.00960566
215,28,0.002196562
215,97,0.002246552
216,244,0.243420053
216,28,0.002887637
216,157,0.147371841
217,230,0.412199795
217,10,0.008116586
217,224,0.008102808
218,65,0.044379442
218,196,0.023084912
218,118,0.047924306
218,132,0.172031912
219,190,0.003885279
219,222,0.005143384
220,60,0.084369024
220,205,0.020987222
220,96,0
220,123,0.020923497
221,87,0.053401601
221,231,0.003333296
221,0,0.001914415
221,9,0.061729372
221,103,0.012424151
221,55,0.28324255
221,211,0.618585566
221,198,0.001230586
221,168,0.006985684
221,91,0.204743203
222,41,0.309091637
222,5,2.25E-06
223,116,0.001760512
223,137,0.217926963
224,242,0.018929548
224,190,0.171615816
224,153,0.008305221
225,62,0.033893067
225,97,0.037292599
225,140,0.024787092
225,14,0.0204981
226,12,0.033164753
226,123,0.019456662
227,28,0.003056495
227,184,0.087595656
227,220,0.052112443
228,40,0.304263942
228,213,0.162311251
228,138,0.003982255
229,9,0.546736856
229,193,0.009902852
229,186,0.644057353
229,131,0.356802596
229,82,0.549958328
229,191,0.703485779
229,168,0.23831594
229,142,0.774287688
229,225,0.355495734
230,161,0.003848741
230,234,0.006349298
230,97,0.001009773
231,51,0.022899407
231,3,0.006304462
232,85,0.221044922
232,97,0.280690106
233,97,0.0058248
233,23,6.22E-07
234,6,0.165959084
234,4,0.063993273
235,111,0.027303054
235,213,0.124222201
236,148,0.061358967
236,30,0.004459333
236,238,0.003531036
236,60,0.046301461
236,231,0.015750261
236,31,0.056430378
236,170,0.210938249
237,20,0.098626036
237,107,0.059458149
237,185,0.256967614
238,171,0.313790349
238,242,0.116163007
238,79,0.005480487
239,155,0.00818222
239,148,0.024620882
239,172,0.016712153
239,146,0.057183325
239,25,0.042194104
239,129,0.456831613
239,0,0.00213616
239,111,0.378300982
239,244,0.096195863
239,150,0.532942876
239,184,0.044962479
239,178,0.006156415
240,66,0.069571525
240,53,0.005199088
240,173,0.047801546
240,137,0.075365562
240,116,0.029523022
240,31,0.022060716
241,168,0.139764583
241,23,0.068015295
242,96,0
242,23,3.11E-07
242,31,0.001558054
242,170,0.001899737
242,173,0.008223151
242,12,0.007291429
242,210,0.014826371
242,10,0.006498376
243,213,0.133501435
243,195,0.082063137
244,61,0.120383412
244,99,0.014715596
244,128,0.005220537
244,7,0.019195723
244,197,0.017657094
244,140,0.007983668
244,185,0.069967333
244,12,0.006258694
244,124,0.007509824
244,53,0.009231299
245,128,0.011429865
245,229,0.022444712
245,174,0.012274169
245,4,0.009651513
245,135,9.34E-05
245,97,0.00181347
246,97,0.009354311
246,9,0.029565798
246,169,0.001430144
247,62,0.194703508
247,232,0.295317425
247,195,0.276642074
248,42,0.192259123
248,116,0.098318499
249,246,0.007499206
249,88,0.057904733
249,6,0.274477478
249,173,0.010048968
249,106,0.167724037
249,2,0.013267616
250,97,0.002749598
250,68,0.004883203
250,27,0.005724109
250,99,0.00248169
250,67,4.35E-06
251,51,0.297526985
251,96,0.006294403
252,66,0.00654876
252,190,0.075770673
253,109,0.015666801
253,81,0.108099352
253,219,0.040829757
254,110,0.019417348
254,114,0.014100333
254,226,0.286519966
255,22,0.343430387
255,85,0.003613982
256,203,0.006036565
256,155,0.002245222
257,97,0.003337267
257,169,0.014291797
257,37,0.004879322
258,132,0.01146431
258,48,0.005895405
259,222,0.002533238
259,242,0.00765146
260,0,0.00213142
260,43,0.015721246
260,68,0.025210802
260,97,0.002023587
261,246,0.010474393
261,164,0.008122105
262,137,0.186848798
262,53,0.071786462
263,51,0.030286082
263,239,0.021808673
263,10,0.007744365
264,108,0.206443978
264,120,0.026247467
264,241,0.227998794
265,136,0.002662971
265,213,0.019942636
266,5,0.006172784
266,42,0.004260099
267,232,0.01033399
267,169,0.073045149
267,128,0
268,3,0.002163636
268,116,0.03345217
268,61,0.026474407
269,137,0.113698796
269,222,0.012462646
269,153,0.017128899
270,7,0.0170598
270,164,0.166465044
271,42,0.004944495
271,58,0.073469141
271,171,0.001739851
272,124,0.005981336
272,100,0.043032872
273,74,0.046612374
273,141,0.018074556
273,124,0.01078839
273,85,0.077094874
274,3,0.004909162
274,116,0.027956865
275,89,0.057706838
275,58,0.023676121
275,2,0.155623323
275,119,0.007702992
275,146,0.323691819
275,3,0.00186982
275,187,0.628446795
275,40,0.086960331
276,201,0.283654015
276,8,0.017777673
276,45,0.01393057
276,58,0.137442369
277,204,0.351212013
277,213,0.299534727
277,40,0.401388024
278,77,0.032303645
278,2,0.083719503
279,49,0.011368303
279,205,0.028514648
279,99,0.1607585
280,59,0.29602721
280,206,0.110662194
280,184,0.052903583
281,12,0.006368598
281,222,0.005204211
281,137,0.172709664
281,99,0.112510267
282,163,0.10220363
282,68,0.003714447
283,106,0.02052181
283,194,0.118489423
283,74,0.006280135
284,168,0.136616204
284,58,0.033244677
284,116,0.007841298
285,172,0.006383345
285,190,0.029794626
286,175,0.003214889
286,198,0.001778623
286,201,0.018049207
286,2,0.002945147
286,98,0.002612176
286,28,0.000562411
286,0,0.003711516
286,215,0.009589974
287,28,0.176885506
287,203,0.058002867
287,232,0.32657796
288,116,0.008629327
288,226,0.093425303
288,82,0.028862371
289,105,0.492672731
289,173,0.00868252
289,155,0.00327605
290,56,7.77E-08
290,162,0.017699372
290,132,0.018495095
291,137,0.222212109
291,197,0.060858194
292,61,0.005098385
292,159,0.001630035
293,97,0.006537611
293,50,0.018068538
293,182,0.011997438
293,233,0.047266528
294,131,0.00411658
294,12,0.021187587
294,77,0.036270154
294,81,0.012623653
295,246,9.32E-07
295,104,0.002285979
295,28,0.002570206
296,74,0.046817564
296,194,0.113912243
297,241,0.026880042
297,74,0.061227996
297,183,0.004510048
297,196,0.008555541
298,228,0.015606707
298,132,0.077161373
298,108,0.004215906
299,197,0.017289092
299,165,0.03587114
299,169,0.002869028
300,84,0.430616342
300,184,0.004105534
300,150,0.016123582
300,2,0.015306738
300,5,0.005260384
300,3,0.008488124
300,155,0.021908526
301,86,0.010214458
301,114,0.016798287
301,110,0.009609839
302,60,0.113009809
302,30,0.001566262
302,66,0.003449038
302,230,0.037372585
302,132,0.039960473
302,173,0.021924372
302,109,0
302,65,0.075656736
302,242,0.004723096
302,84,0.001649581
302,231,0.084379109
302,31,0.134413292
303,81,0.008041169
303,137,0.008330105
304,184,0.005120534
304,228,0.015082694
305,28,0.004485604
305,185,0.056337849
305,145,0.012633642
306,132,0.217976621
306,143,0.012980227
306,120,0.00822421
307,97,0.021493622
307,232,0.171689289
307,13,0.00605544
308,2,0.264617117
308,203,0.374019521
308,178,0.623129616
308,89,0.022945435
309,169,0.004122791
309,234,0.024244762
310,157,0.162445163
310,222,0.004215698
310,202,0.006273842
310,128,0.005659365
310,25,0.020085621
310,86,0.047526233
310,45,0.008074648
310,116,0.209489171
310,73,0.013565586
310,226,0.025132264
310,230,0.002749112
310,66,0.002597408
310,119,0.009000019
310,54,0.005803989
310,169,0.00234704
310,153,6.99E-07
310,173,0.113221674
310,190,0.004823688
311,194,0.358321783
311,176,0.784615002
311,127,0.545717857
312,169,0.399913501
312,236,0.009586052
313,222,0.011469039
313,174,0.051456842
313,120,0.074720383
313,73,0.130643309
314,199,0.041726009
314,28,0.25918534
315,72,0.044480847
315,41,0.013374931
315,131,0.00164735
316,244,0.049085012
316,116,0.101348619
317,208,0.038097211
317,88,0.09011503
317,25,0.410411957
318,219,0.36918335
318,165,0.171372327
318,67,0.175904288
319,63,0.087646272
319,238,0.069776325
319,173,0.007813814
319,198,0.003515072
319,92,0.26282416
319,225,1.17E-06
319,197,0.021817002
319,215,0.060927189
319,28,0.000858875
319,146,0.018744513
319,150,0.113458793
319,155,0.000407229
319,55,0.082988413
319,85,0.010406405
319,220,0.003155899
320,234,0.108000054
320,238,0.050232893
320,19,0.000888402
320,185,0.019274046
320,198,0.001174409
320,0,0.002211374
320,98,0.014870712
321,103,0.001814303
321,85,0.011262682
322,116,0.015040915
322,21,0.032485323
322,172,0.00924971
323,47,0.015446829
323,40,0.324362637
324,28,0.007320966
324,61,0.083860962
325,40,0.261819751
325,213,0.091407883
326,128,0.193874525
326,44,0.029705435
326,11,0.00608267
326,99,0.083348217
326,244,0.195761635
326,30,0.152582264
326,208,0.002327097
326,148,0.003621746
326,10,0.002590264
326,153,0.04384616
327,153,5.44E-07
327,170,0.077629636
328,85,0.00218749
328,197,0.007396104
328,194,0.010680666
328,56,0.004254327
329,137,0.068901007
329,194,0.007346855
329,206,0.003753886
329,182,0.001951889
330,128,0.003121363
330,12,0.001640995
330,169,0.002208351
330,177,0.008996735
331,150,0.05390087
331,16,0.002716519
331,58,0.014242218
332,217,0.018333716
332,88,0.005644434
333,11,0.011667512
333,87,0.018099469
333,219,0.066015401
333,40,0.175176916
333,220,0.006267042
334,64,0.020510282
334,5,0.05953251
334,112,0.101801236
334,17,0.123549024
335,149,0.010969568
335,120,0.038960863
335,197,0.00608196
335,209,0.049764059
336,155,0.00962126
336,30,0.00339019
336,168,0.00909465
336,96,0.008795975
336,51,0.011098968
336,170,0.002099573
336,17,0.009700194
337,10,0.03005281
337,96,0.005725989
338,228,0.035885052
338,210,0.065158561
339,211,0.2223445
339,189,0.01881754
339,43,0.000954429
339,28,0.007023102
340,246,0.163990157
340,132,0.623893118
340,28,0.01587919
341,0,0.024917837
341,101,0.081792027
342,225,0.006373803
342,42,0.003708478
342,169,0.021427497
342,27,0.016796152
342,137,0.009663199
343,72,0.017637596
343,53,1.86E-06
344,208,0.005386536
344,17,0.012964348
344,3,0.022598377
344,184,0.006095481
344,204,0.078499028
345,228,0.018479905
345,89,5.44E-07
345,10,0.010328597
346,209,0.125720292
346,181,0.250350002
346,21,0.080778303
346,17,0.065058755
347,217,0.003253194
347,42,0.007347808
348,245,0.396427476
348,138,0.123208229
349,58,0.014439735
349,187,2.18E-06
350,163,0.0130332
350,10,0.078633266
350,206,0.004943899
350,96,0
351,28,0.022187779
351,13,0.166520203
352,174,0.006287368
352,88,0.009735454
352,188,0.010930502
352,116,0.020747345
352,111,0.06843206
352,244,0.009472967
352,122,0.054202456
352,170,0.001903234
353,19,0.009155946
353,206,0.12803326
354,3,0.40627613
354,64,0.034677031
355,98,0.038138649
355,85,0.025360694
356,194,0.052842787
356,140,0.014199534
356,61,0.237308793
356,18,0.001441199
357,0,0.029596268
357,221,0.063545317
357,30,0.032523797
357,220,0.00244698
358,28,0
358,79,0.016073148
359,220,0.009902876
359,175,0.005038968
359,137,0.04029868
359,140,0.131084768
359,229,0.019029155
360,97,0.005604162
360,203,0.007319336
361,2,0.052236964
361,10,1.40E-06
362,242,0.115042844
362,229,0.268291296
362,104,0.279983362
362,161,0.363071069
362,61,0.244590132
362,30,0.102421273
363,133,0.024414449
363,205,0.005349417
363,26,0.02986375
363,202,0.059178263
363,77,0.31713815
363,11,0.045318139
363,224,0.005699298
363,39,0.001763737
363,145,0.065404798
363,230,2.10E-06
363,220,0.015174827
364,143,0.124432634
364,223,0.064198733
365,188,0.013453539
365,100,0.004040227
366,211,0.005536422
366,43,0.014843721
367,27,0.082771222
367,130,0.013457492
368,97,0.039148875
368,232,0.320914012
368,13,0.09177449
368,22,0.129247854
368,181,0.309760482
368,123,0.108542734
368,23,0.009698812
368,184,0.0434697
368,28,0.288672029
369,112,0.002211985
369,170,0.035437304
370,114,0.195890287
370,110,0.041172437
371,34,0.613559513
371,126,0.04353719
371,230,0.252405281
371,66,0.067452158
371,173,0.017593059
371,205,0.069392821
372,159,0.108405699
372,99,0.007431529
372,61,0.081674057
372,169,0.006501631
373,10,0.091498042
373,206,0.063564295
373,146,0.004070056
373,150,0.049640712
374,160,0.041953772
374,17,0.00683234
374,53,1.52E-05
374,3,0.001869742
374,33,0.007770577
374,173,0.008695496
374,217,0.033281751
374,45,0.008518416
375,70,0.037808412
375,43,0.00649091
375,225,0.014460539
375,28,0.001325586
375,178,0.049894828
376,169,0.079166533
376,99,0.051483113
377,141,0.002636402
377,124,0.004982946
378,108,0.066641097
378,56,0.060041276
379,154,0.051929299
379,3,0.0035941
379,112,0.006904414
